clients,nodes,shards,throughput_mean_mean,throughput_mean_std,throughput_mean_count,latency_p50_mean,latency_p50_std,latency_p90_mean,latency_p90_std,latency_p99_mean,latency_p99_std,error_rate_max,efficiency
70,16,16,495936.21,14418.2,2,933.92,10.23,2785.25,22.88,3784.48,130.59,0.0,30996.013125
